sid,orig_text,post_text
1564,ÔNG GIÀ NO EN CÓ THẬT KHÔNG,ÔNG GIÀ NO EN CÓ THẬT KHÔNG
1565,GỌI MAI KA PHÒNG LÀM VIỆC,GỌI MAI KA PHÒNG LÀM VIỆC
1566,LƯỢNG MƯA THÁNG TRƯỚC NHƯ THẾ NÀO,LƯỢNG MƯA THÁNG TRƯỚC NHƯ THẾ NÀO
1567,ĐẶT BÁO THỨC SAU CHÍN PHÚT NỮA,ĐẶT BÁO THỨC SAU 9 PHÚT NỮA
1568,BA MƯƠI PHÚT NỮA NHẮC TÔI ĐI NGỦ,30 PHÚT NỮA NHẮC TÔI ĐI NGỦ
1569,NHẮC TÔI TƯỚI CÂY HÀNG NGÀY LÚC BẢY GIỜ,NHẮC TÔI TƯỚI CÂY HÀNG NGÀY LÚC 7 GIỜ
1570,NHẮC TÔI NĂM PHÚT NỮA UỐNG NƯỚC,NHẮC TÔI NĂM PHÚT NỮA UỐNG NƯỚC
1571,CHÍN GIỜ SÁNG MAI TÔI CÓ NHẮC NHỞ GÌ KHÔNG,9 GIỜ SÁNG MAI TÔI CÓ NHẮC NHỞ GÌ KHÔNG
1572,ĐẶT BÁO THỨC CHO TÔI LÚC HAI MỐT GIỜ,ĐẶT BÁO THỨC CHO TÔI LÚC 21 GIỜ
1573,NHẮC BA TÔI MƯỜI PHÚT NỮA UỐNG THUỐC HUYẾT ÁP,NHẮC BA TÔI MƯỜI PHÚT NỮA UỐNG THUỐC HUYẾT ÁP
1574,NHẮC TÔI ĐI LÀM LÚC TÁM GIỜ SÁNG HÀNG NGÀY,NHẮC TÔI ĐI LÀM LÚC 8 GIỜ SÁNG HÀNG NGÀY
1575,NHẮC TÔI SÁNG MAI DẬY ĐI TẬP THỂ DỤC LÚC SÁU GIỜ BA MƯƠI,NHẮC TÔI SÁNG MAI DẬY ĐI TẬP THỂ DỤC LÚC 6 GIỜ 30
1576,MỞ TIẾNG BỐT CÁT,MỞ TIẾNG BỐT CÁT
1577,MỞ BỐT CÁT VỀ CÔNG NGHỆ,MỞ BỐT CÁT VỀ CÔNG NGHỆ
1578,MỞ LẠI BỐT CÁT,MỞ LẠI BỐT CÁT
1579,TẮT BỐT CÁT,TẮT BỐT CÁT
1580,MỞ BỐT CÁT CỦA TÂM SỰ,MỞ BỐT CÁT CỦA TÂM SỰ
1581,MỞ BỐT CÁT CỦA VÕ THÀNH NINH,MỞ BỐT CÁT CỦA VÕ THÀNH NINH
1582,MỞ BỐT CÁT,MỞ BỐT CÁT
1583,TẮT RA ĐI Ô,TẮT RA ĐI Ô
1584,MỞ TIN TỨC VỀ GEM SÔ THỬ THÁCH TRỐN THOÁT,MỞ TIN TỨC VỀ GEM SÔ THỬ THÁCH TRỐN THOÁT
1585,MỞ BẢN TIN THỂ THAO HẮT TÊ VÊ BẢY,MỞ BẢN TIN THỂ THAO HẮT TÊ VÊ 7
1586,MỞ BẢN TIN VÊ TÊ VÊ BA,MỞ BẢN TIN VÊ TÊ VÊ BA
1587,MỞ KÊNH VÊ Ô VÊ GIAO THÔNG,MỞ KÊNH VÊ Ô VÊ GIAO THÔNG
1588,MỞ RA ĐI Ô VÊ Ô VÊ GIAO THÔNG,MỞ RA ĐI Ô VÊ Ô VÊ GIAO THÔNG
1589,MỞ RA ĐI Ô ÉP EM CHÍN MƯƠI CHÍN MÊ GA HẠT,MỞ RA ĐI Ô ÉP EM 90 CHÍN MÊ GA HẠT
1590,MỞ RA ĐI Ô LÀN SÓNG XANH,MỞ RA ĐI Ô LÀN SÓNG XANH
1591,MỞ TIẾNG CON MÈO KÊU CHÍN LẦN,MỞ TIẾNG CON MÈO KÊU CHÍN LẦN
1592,MỞ TIẾNG CON MÈO TRONG MỘT TIẾNG,MỞ TIẾNG CON MÈO TRONG 1 TIẾNG
1593,MẤY NGÀY NỮA ĐẾN MỘT THÁNG TƯ,MẤY NGÀY NỮA ĐẾN MỘT THÁNG 4
1594,NGÀY VA LEN THAI,NGÀY VA LEN THAI
1595,TĂNG ÂM LƯỢNG LÊN MƯỜI PHẦN TRĂM,TĂNG ÂM LƯỢNG LÊN 10 PHẦN TRĂM
1596,MỞ BỜ LU TÚT,MỞ BỜ LU TÚT
1597,BẬT BỜ LU TÚT,BẬT BỜ LU TÚT
1598,KỂ BA TRUYỆN ĐI,KỂ 3 TRUYỆN ĐI
1599,TẮT TRUYỆN LÚC CHÍN GIỜ,TẮT TRUYỆN LÚC 9 GIỜ
1600,MỞ TRUYỆN TRONG BA MƯƠI PHÚT,MỞ TRUYỆN TRONG 30 PHÚT
1601,MỞ TRUYỆN ĐẾN MƯỜI GIỜ,MỞ TRUYỆN ĐẾN 10 GIỜ
1602,KỂ MƯỜI CHUYỆN CỔ TÍCH,KỂ 10 CHUYỆN CỔ TÍCH
1603,GIẢM NHIỆT ĐỘ MÁY LẠNH XUỐNG HAI ĐỘ,GIẢM NHIỆT ĐỘ MÁY LẠNH XUỐNG 2 ĐỘ
1604,TĂNG MÁY LẠNH LÊN HAI ĐỘ,TĂNG MÁY LẠNH LÊN 2 ĐỘ
1605,CHỈNH NHIỆT ĐỘ ĐIỀU HÒA THÀNH HAI LĂM ĐỘ,CHỈNH NHIỆT ĐỘ ĐIỀU HÒA THÀNH 25 ĐỘ
1606,BẬT TI VI,BẬT TI VI
1607,GIẢM ÂM LƯỢNG TI VI PHÒNG KHÁCH,GIẢM ÂM LƯỢNG TI VI PHÒNG KHÁCH
1608,MỞ TI VI PHÒNG KHÁCH,MỞ TI VI PHÒNG KHÁCH
1609,MỞ BÀI NÀY ĐẾN MƯỜI RƯỠI SÁNG,MỞ BÀI NÀY ĐẾN 10.5 SÁNG
1610,MỞ BÀI NÀY TRONG MỘT GIỜ,MỞ BÀI NÀY TRONG 1 GIỜ
1611,ĐỌC LẠI BÀI NÀY MƯỜI LẦN,ĐỌC LẠI BÀI NÀY MƯỜI LẦN
1612,MỞ NHẠC RU NGỦ ĐẾN MƯỜI HAI GIỜ ĐÊM,MỞ NHẠC RU NGỦ ĐẾN 12 GIỜ ĐÊM
1613,MỞ NHẠC THƯ GIÃN TRONG HAI TIẾNG,MỞ NHẠC THƯ GIÃN TRONG 2 TIẾNG
1614,MỞ ÂM THANH TRẮNG TRONG HAI GIỜ,MỞ ÂM THANH TRẮNG TRONG 2 GIỜ
1615,BA NHÂN MƯỜI HAI BẰNG BAO NHIÊU,BA NHÂN 12 BẰNG BAO NHIÊU
1616,TÔI CÓ LỊCH HẸN VÀO LÚC TÁM GIỜ TỐI NAY,TÔI CÓ LỊCH HẸN VÀO LÚC 8 GIỜ TỐI NAY
1617,NHẮC TÔI BẢY GIỜ TỐI THỨ TƯ ĐI ĐÁ BÓNG,NHẮC TÔI BẢY GIỜ TỐI THỨ 4 ĐI ĐÁ BÓNG
1618,NHẮC TÔI NĂM GIỜ CHIỀU GỌI CHO ÔNG BÀ,NHẮC TÔI NĂM GIỜ CHIỀU GỌI CHO ÔNG BÀ
1619,NHẮC TÔI MƯỜI MỘT GIỜ NẤU CƠM,NHẮC TÔI 11 GIỜ NẤU CƠM
1620,NHẮC TÔI UỐNG NƯỚC SAU HAI GIỜ NỮA,NHẮC TÔI UỐNG NƯỚC SAU 2 GIỜ NỮA
1621,NHẮC TÔI SAU MƯỜI PHÚT NỮA,NHẮC TÔI SAU 10 PHÚT NỮA
1622,CHÍN GIỜ SÁNG MAI NHẮC TÔI ĐI LÀM GIẤY TỜ,9 GIỜ SÁNG MAI NHẮC TÔI ĐI LÀM GIẤY TỜ
1623,NHẮC TÔI TẬP THỂ DỤC VÀO LÚC NĂM GIỜ SÁNG MỖI NGÀY,NHẮC TÔI TẬP THỂ DỤC VÀO LÚC 5 GIỜ SÁNG MỖI NGÀY
1624,NHẮC TÔI BA MƯƠI PHÚT NỮA UỐNG NƯỚC,NHẮC TÔI BA MƯƠI PHÚT NỮA UỐNG NƯỚC
1625,NHẮC TÔI NĂM GIỜ SÁNG MAI DẬY SỚM,NHẮC TÔI NĂM GIỜ SÁNG MAI DẬY SỚM
1626,MỞ BÓT CÁT,MỞ BÓT CÁT
1627,MỞ ĐÀI VÊ Ô HẮT,MỞ ĐÀI VÊ Ô HẮT
1628,MỞ ĐÀI VÊ Ô VÊ,MỞ ĐÀI VÊ Ô VÊ
1629,MỞ ĐÀI ÉP EM,MỞ ĐÀI ÉP EM
1630,MỞ ÉP EM,MỞ ÉP EM
1631,MỞ RÂY ĐI Ô,MỞ RÂY ĐI Ô
1632,ÂM LƯỢNG MỨC TÁM,ÂM LƯỢNG MỨC 8
1633,TẮT BỜ LU TÚT,TẮT BỜ LU TÚT
1634,MỞ BỜ LU TÚT,MỞ BỜ LU TÚT
1635,KỂ MƯỜI TRUYỆN CƯỜI,KỂ MƯỜI TRUYỆN CƯỜI
1636,KỂ MƯỜI TRUYỆN CỔ TÍCH,KỂ 10 TRUYỆN CỔ TÍCH
1637,MỞ DANH SÁCH NHẠC HÓT,MỞ DANH SÁCH NHẠC HÓT
1638,MỞ NHẠC BI A NÔ,MỞ NHẠC BI A NÔ
1639,ĐỊNH LUẬT NIU TƠN LÀ GÌ,ĐỊNH LUẬT NIU TƠN LÀ GÌ
1640,KẾT QUẢ CỦA MƯỜI CHIA HAI,KẾT QUẢ CỦA MƯỜI CHIA HAI
1641,ĐỔI HAI Ơ RÔ SANG TIỀN VIỆT NAM,ĐỔI 2 Ơ RÔ SANG TIỀN VIỆT NAM
1642,QUẬN BA ĐANG CÓ MƯA KHÔNG,QUẬN BA ĐANG CÓ MƯA KHÔNG
1643,NHẮC TÔI MƯỜI BỐN GIỜ CHIỀU NAY CÓ CUỘC HỌP,NHẮC TÔI 14 GIỜ CHIỀU NAY CÓ CUỘC HỌP
1644,BÁO THỨC LÚC BẢY GIỜ SÁNG,BÁO THỨC LÚC 7 GIỜ SÁNG
1645,CỨ HAI TIẾNG NHẮC TÔI TƯỚI CÂY,CỨ HAI TIẾNG NHẮC TÔI TƯỚI CÂY
1646,NĂM PHÚT NỮA NHẮC TUI UỐNG NƯỚC,5 PHÚT NỮA NHẮC TUI UỐNG NƯỚC
1647,NHẮC TÔI UỐNG THUỐC VÀO LÚC HAI MƯƠI GIỜ MỖI NGÀY,NHẮC TÔI UỐNG THUỐC VÀO LÚC 20 GIỜ MỖI NGÀY
1648,NHẮC TÔI MƯỜI PHÚT NỮA TẮT BẾP ĐIỆN,NHẮC TÔI MƯỜI PHÚT NỮA TẮT BẾP ĐIỆN
1649,NHẮC TÔI BỐN GIỜ SÁNG MAI DẬY VỀ NHÀ,NHẮC TÔI 4 GIỜ SÁNG MAI DẬY VỀ NHÀ
1650,PHÁT LẠI PÓT CÁT TRƯỚC ĐÓ,PHÁT LẠI PÓT CÁT TRƯỚC ĐÓ
1651,AI ĐANG ĐỌC PÓT CÁT,AI ĐANG ĐỌC PÓT CÁT
1652,MỞ PÓT CÁT CHỦ ĐỀ PHÁP LUẬT,MỞ PÓT CÁT CHỦ ĐỀ PHÁP LUẬT
1653,MỞ CHƯƠNG TRÌNH VÊ Ô VÊ,MỞ CHƯƠNG TRÌNH VÊ Ô VÊ
1654,MỞ PÓT CÁT NHỮNG LÁ THƯ XANH,MỞ PÓT CÁT NHỮNG LÁ THƯ XANH
1655,TẮT PÓT CÁT,TẮT PÓT CÁT
1656,MỞ PÓT CÁT CỦA VÊ Ô VÊ,MỞ PÓT CÁT CỦA VÊ Ô VÊ
1657,TÔI MUỐN NGHE PÓT CÁT,TÔI MUỐN NGHE PÓT CÁT
1658,BẬT CHƯƠNG TRÌNH RA ĐI Ô,BẬT CHƯƠNG TRÌNH RA ĐI Ô
1659,TẮT RA ĐI Ô,TẮT RA ĐI Ô
1660,MỞ RA ĐI Ô TRONG BA MƯƠI PHÚT,MỞ RA ĐI Ô TRONG 30 PHÚT
1661,MỞ TIN TỨC THỂ THAO TRÊN KÊNH VÊ Ô VÊ,MỞ TIN TỨC THỂ THAO TRÊN KÊNH VÊ Ô VÊ
1662,MỞ ĐÀI VÊ Ô VÊ,MỞ ĐÀI VÊ Ô VÊ
1663,MỞ VÊ Ô VÊ MỘT,MỞ VÊ Ô VÊ MỘT
1664,MỞ ĐÀI ÉP EM CHÍN MƯƠI CHÍN CHẤM CHÍN MÊ GA HẸC,MỞ ĐÀI ÉP EM 90 CHÍN CHẤM CHÍN MÊ GA HẸC
1665,MỞ TIẾNG MƯA ĐẾN MƯỜI GIỜ TỐI,MỞ TIẾNG MƯA ĐẾN 10 GIỜ TỐI
1666,PHÁT ÂM THANH TRẮNG TRONG BA MƯƠI PHÚT,PHÁT ÂM THANH TRẮNG TRONG 30 PHÚT
1667,NGÀY BA MƯƠI THÁNG TƯ LÀ THỨ MẤY,NGÀY 30 THÁNG 4 LÀ THỨ MẤY
1668,KẾT NỐI LU TÚT,KẾT NỐI LU TÚT
1669,TẮT LU TÚT,TẮT LU TÚT
1670,BẬT LU TÚT,BẬT LU TÚT
1671,PHÁT TRUYỆN KINH DỊ ĐẾN MƯỜI MỘT GIỜ TỐI,PHÁT TRUYỆN KINH DỊ ĐẾN 11 GIỜ TỐI
1672,KỂ TRUYỆN TRONG BA MƯƠI PHÚT,KỂ TRUYỆN TRONG 30 PHÚT
1673,KỂ HAI TRUYỆN CỔ TÍCH,KỂ 2 TRUYỆN CỔ TÍCH
1674,KỂ CHUYỆN CỔ TÍCH,KỂ CHUYỆN CỔ TÍCH
1675,CHỈNH ĐỘ SÁNG CỦA ĐÈN NGỦ THÀNH NĂM MƯƠI PHẦN TRĂM,CHỈNH ĐỘ SÁNG CỦA ĐÈN NGỦ THÀNH 50 PHẦN TRĂM
1676,CHỈNH NHIỆT ĐỘ MÁY LẠNH THÀNH HAI MƯƠI BỐN ĐỘ,CHỈNH NHIỆT ĐỘ MÁY LẠNH THÀNH 24 ĐỘ
1677,TẮT NHẠC SAU MƯỜI PHÚT NỮA,TẮT NHẠC SAU 10 PHÚT NỮA
1678,MỞ NHẠC TRONG HAI MƯƠI PHÚT,MỞ NHẠC TRONG 20 PHÚT
1679,SÁU CHIA HAI NHÂN BA BẰNG MẤY,SÁU CHIA HAI NHÂN BA BẰNG MẤY
1680,MẬT ĐỘ DÂN SỐ CỦA NƯỚC ÚC NĂM HAI NGÀN KHÔNG TRĂM HAI MỐT LÀ BAO NHIÊU,MẬT ĐỘ DÂN SỐ CỦA NƯỚC ÚC NĂM 2021 LÀ BAO NHIÊU
1681,THE BÍT ĐỒ HOẠT ĐỘNG ĐẾN NĂM BAO NHIÊU,THE BÍT ĐỒ HOẠT ĐỘNG ĐẾN NĂM BAO NHIÊU
1682,TỶ LỆ TĂNG DÂN SỐ CỦA CHÂU ÂU NĂM HAI KHÔNG HAI KHÔNG,TỶ LỆ TĂNG DÂN SỐ CỦA CHÂU ÂU NĂM 2020
1683,XĂNG BAO NHIÊU MỘT LÍT,XĂNG BAO NHIÊU 1 LÍT
1684,LÔ RÍT TỰ NHIÊN CỦA E MŨ CĂN BẬC HAI CỦA HAI BẰNG MẤY,LÔ RÍT TỰ NHIÊN CỦA E MŨ CĂN BẬC HAI CỦA HAI BẰNG MẤY
1685,THỜI TIẾT Ở VŨNG TÀU HAI NGÀY CUỐI TUẦN,THỜI TIẾT Ở VŨNG TÀU 2 NGÀY CUỐI TUẦN
1686,THỜI TIẾT Ở QUẬN BA TRONG BA NGÀY TIẾP THEO,THỜI TIẾT Ở QUẬN BA TRONG 3 NGÀY TIẾP THEO
1687,NHẮC TUI MUA SINH TỐ MỖI THỨ TƯ HÀNG TUẦN,NHẮC TUI MUA SINH TỐ MỖI THỨ 4 HÀNG TUẦN
1688,NGÀY BA MƯƠI THÁNG BA TÔI CÓ CÔNG VIỆC GÌ,NGÀY 30 THÁNG BA TÔI CÓ CÔNG VIỆC GÌ
1689,ĐẶT BÁO THỨC MỘT GIỜ RƯỠI CHIỀU TỪ THỨ HAI ĐẾN THỨ SÁU HÀNG TUẦN,ĐẶT BÁO THỨC 1 GIỜ RƯỠI CHIỀU TỪ THỨ 2 ĐẾN THỨ SÁU HÀNG TUẦN
1690,ĐẶT BÁO THỨC SÁU GIỜ SÁNG CHỦ NHẬT HÀNG TUẦN,ĐẶT BÁO THỨC 6 GIỜ SÁNG CHỦ NHẬT HÀNG TUẦN
1691,NHẮC TÔI ĐÓN CON LÚC MƯỜI SÁU GIỜ HÀNG NGÀY,NHẮC TÔI ĐÓN CON LÚC 16 GIỜ HÀNG NGÀY
1692,XÓA BÁO THỨC HAI GIỜ CHIỀU THỨ BẢY,XÓA BÁO THỨC 2 GIỜ CHIỀU THỨ BẢY
1693,ĐẶT BÁO THỨC BẢY GIỜ SÁNG MỖI NGÀY,ĐẶT BÁO THỨC BẢY GIỜ SÁNG MỖI NGÀY
1694,NHẮC TÔI MUA DẦU ĂN BỐN GIỜ CHIỀU MAI,NHẮC TÔI MUA DẦU ĂN 4 GIỜ CHIỀU MAI
1695,ĐẶT BÁO THỨC LÚC BẢY GIỜ SÁNG,ĐẶT BÁO THỨC LÚC 7 GIỜ SÁNG
1696,TẮT PÓT CÁT,TẮT PÓT CÁT
1697,LÙI LẠI NĂM GIÂY,LÙI LẠI NĂM GIÂY
1698,PÓT CÁT NÀY CỦA AI VẬY,PÓT CÁT NÀY CỦA AI VẬY
1699,ĐÂY LÀ PÓT CÁT GÌ VẬY,ĐÂY LÀ PÓT CÁT GÌ VẬY
1700,MỞ PÓT CÁT MỚI NHẤT CỦA GHI LÊ,MỞ PÓT CÁT MỚI NHẤT CỦA GHI LÊ
1701,MỞ PÓT CÁT TRONG MỘT TIẾNG RƯỠI,MỞ PÓT CÁT TRONG 1 TIẾNG RƯỠI
1702,MỞ PÓT CÁT NỔI BẬT TRONG TUẦN,MỞ PÓT CÁT NỔI BẬT TRONG TUẦN
1703,TẮT RA ĐI Ô,TẮT RA ĐI Ô
1704,MỞ ĐÀI EM TI VI,MỞ ĐÀI EM TI VI
1705,GIẢM XUỐNG KHÔNG PHẨY MỘT MÊ GA HÉC,GIẢM XUỐNG KHÔNG PHẨY 1 MÊ GA HÉC
1706,MỞ TIN TỨC VỀ TÌNH HÌNH CỦA NGA VÀ U RAI NA,MỞ TIN TỨC VỀ TÌNH HÌNH CỦA NGA VÀ U RAI NA
1707,MỞ RA ĐI Ô CHO TỚI TÁM GIỜ RƯỠI SÁNG,MỞ RA ĐI Ô CHO TỚI 8 GIỜ RƯỠI SÁNG
1708,CHUYỂN SANG ĐÀI MỘT TRĂM LINH SÁU CHẤM NĂM MÊ GA HÉC,CHUYỂN SANG ĐÀI 100 SÁU CHẤM NĂM MÊ GA HÉC
1709,MỞ ĐÀI VÊ Ô HẮT,MỞ ĐÀI VÊ Ô HẮT
1710,MÙNG MƯỜI THÁNG BA ÂM LỊCH VÀO NGÀY MẤY,MÙNG MƯỜI THÁNG BA ÂM LỊCH VÀO NGÀY MẤY
1711,NGẮT LU TÚT,NGẮT LU TÚT
1712,GIẢM ÂM LƯỢNG ĐI NĂM PHẦN TRĂM,GIẢM ÂM LƯỢNG ĐI 5 PHẦN TRĂM
1713,MỞ LU TÚT,MỞ LU TÚT
1714,DỪNG KỂ CHUYỆN LÚC MƯỜI MỘT GIỜ,DỪNG KỂ CHUYỆN LÚC 11 GIỜ
1715,KỂ TRUYỆN MA NGUYỄN NGỌC NGẠN TRONG MỘT TIẾNG RƯỠI,KỂ TRUYỆN MA NGUYỄN NGỌC NGẠN TRONG 1 TIẾNG RƯỠI
1716,ĐỌC BA TRUYỆN TRONG THẦN THOẠI HI LẠP,ĐỌC 3 TRUYỆN TRONG THẦN THOẠI HI LẠP
1717,KỂ TRUYỆN NGỤ NGÔN TRONG BA MƯƠI PHÚT,KỂ TRUYỆN NGỤ NGÔN TRONG 30 PHÚT
1718,TĂNG ÂM LƯỢNG TI VI LÊN HAI NẤC,TĂNG ÂM LƯỢNG TI VI LÊN 2 NẤC
1719,GIẢM NHIỆT ĐỘ MÁY LẠNH XUỐNG HAI ĐỘ,GIẢM NHIỆT ĐỘ MÁY LẠNH XUỐNG 2 ĐỘ
1720,TĂNG MÁY LẠNH LÊN MỘT ĐỘ,TĂNG MÁY LẠNH LÊN 1 ĐỘ
1721,TẮT ĐÈN TO LÉT,TẮT ĐÈN TO LÉT
1722,ĐỐ MỘT BÀI BẤT KỲ CỦA BÙI ANH TUẤN,ĐỐ MỘT BÀI BẤT KỲ CỦA BÙI ANH TUẤN
1723,TẮT NHẠC TỚI MỘT GIỜ SÁNG,TẮT NHẠC TỚI 1 GIỜ SÁNG
1724,PHÁT MƯỜI BÀI CỦA HOÀNG YẾN CHI BI,PHÁT 10 BÀI CỦA HOÀNG YẾN CHI BI
1725,PHÁT BÀI NÀY SÁU LẦN,PHÁT BÀI NÀY SÁU LẦN
1726,MỞ NHẠC TRONG MỘT GIỜ,MỞ NHẠC TRONG 1 GIỜ
1727,BÍT COI DẠO NÀY SAO RỒI,BÍT COI DẠO NÀY SAO RỒI
1728,NĂM NHÂN MƯỜI BẰNG MẤY,NĂM NHÂN MƯỜI BẰNG MẤY
1729,MỘT CỘNG MƯỜI LÀ BAO NHIÊU,MỘT CỘNG MƯỜI LÀ BAO NHIÊU
1730,CÔ VÍT LÀ BỆNH GÌ,CÔ VÍT LÀ BỆNH GÌ
1731,DỰ BÁO THỜI TIẾT KIÊN GIANG VÀO THỨ BẢY TUẦN NÀY,DỰ BÁO THỜI TIẾT KIÊN GIANG VÀO THỨ 7 TUẦN NÀY
1732,ĐẶT CHUÔNG BÁO THỨC LÚC MỘT GIỜ RƯỠI CHIỀU,ĐẶT CHUÔNG BÁO THỨC LÚC 1 GIỜ RƯỠI CHIỀU
1733,NHẮC TÔI ĐẶT CƠM TRƯA LÚC MƯỜI MỘT GIỜ BA MƯƠI,NHẮC TÔI ĐẶT CƠM TRƯA LÚC 11 GIỜ 30
1734,ĐẶT LỊCH HẸN KHÁM RĂNG CHO SÁNG THỨ BẢY,ĐẶT LỊCH HẸN KHÁM RĂNG CHO SÁNG THỨ BẢY
1735,NHẮC TÔI HỌC THÊM SÁNG MAI LÚC CHÍN GIỜ,NHẮC TÔI HỌC THÊM SÁNG MAI LÚC 9 GIỜ
1736,NHẮC TÔI HỌC THÊM VÀO HAI GIỜ CHIỀU THỨ HAI HÀNG TUẦN,NHẮC TÔI HỌC THÊM VÀO 2 GIỜ CHIỀU THỨ 2 HÀNG TUẦN
1737,BÁO THỨC LÚC SÁU GIỜ SÁNG HÀNG NGÀY,BÁO THỨC LÚC 6 GIỜ SÁNG HÀNG NGÀY
1738,BÁO THỨC LÚC SÁU GIỜ SÁNG,BÁO THỨC LÚC 6 GIỜ SÁNG
1739,MỞ BỐT CÁT VỀ KINH DOANH,MỞ BỐT CÁT VỀ KINH DOANH
1740,MỞ BỐT CÁT CỦA PHI VÂN,MỞ BỐT CÁT CỦA PHI VÂN
1741,LÙI LẠI CHO TÔI BA PHÚT,LÙI LẠI CHO TÔI 3 PHÚT
1742,TUA NHANH MƯỜI PHÚT,TUA NHANH 10 PHÚT
1743,MỞ RA ĐI Ô TRÊN CHO TÔI,MỞ RA ĐI Ô TRÊN CHO TÔI
1744,TẮT RA ĐI Ô,TẮT RA ĐI Ô
1745,MỞ RA ĐI Ô CHO TỚI CHÍN GIỜ TỐI,MỞ RA ĐI Ô CHO TỚI 9 GIỜ TỐI
1746,CHO NGHE TIN GIAO THÔNG TRÊN VÊ Ô HẮT,CHO NGHE TIN GIAO THÔNG TRÊN VÊ Ô HẮT
1747,CHO NGHE TIN VỀ ÔNG BU TIN,CHO NGHE TIN VỀ ÔNG BU TIN
1748,MỞ ĐÀI BI BI CI HOA KỲ,MỞ ĐÀI BI BI CI HOA KỲ
1749,PHÁT RA ĐI Ô,PHÁT RA ĐI Ô
1750,MỞ CHÍN CHÍN MÊ GA HÉT,MỞ 9 CHÍN MÊ GA HÉT
1751,CHO NGHE KÊNH VÊ Ô VÊ GIAO THÔNG,CHO NGHE KÊNH VÊ Ô VÊ GIAO THÔNG
1752,CÒN BAO NHIÊU NGÀY NỮA LÀ ĐẾN BA MƯƠI THÁNG TƯ,CÒN BAO NHIÊU NGÀY NỮA LÀ ĐẾN 30 THÁNG 4
1753,ĐẶT ÂM LƯỢNG MỨC TỐI ĐA,ĐẶT ÂM LƯỢNG MỨC TỐI ĐA
1754,KẾT NỐI LU TÚT,KẾT NỐI LU TÚT
1755,TẮT LU TÚT,TẮT LU TÚT
1756,KỂ CHUYỆN CƯỜI,KỂ CHUYỆN CƯỜI
1757,KỂ CHUYỆN CỔ TÍCH CHO TỚI MƯỜI GIỜ TỐI,KỂ CHUYỆN CỔ TÍCH CHO TỚI 10 GIỜ TỐI
1758,KỂ CHUYỆN CÔ BÉ LỌ LEM,KỂ CHUYỆN CÔ BÉ LỌ LEM
1759,KÉO RÈM PHÒNG KHÁCH DÙM TÔI,KÉO RÈM PHÒNG KHÁCH DÙM TÔI
1760,TĂNG MÁY LẠNH THÊM HAI ĐỘ,TĂNG MÁY LẠNH THÊM 2 ĐỘ
1761,MỞ NHẠC HÒA TẤU TRONG VÒNG HAI TIẾNG ĐỒNG HỒ,MỞ NHẠC HÒA TẤU TRONG VÒNG 2 TIẾNG ĐỒNG HỒ
1762,MỞ NHẠC HÒA TẤU GHI TA,MỞ NHẠC HÒA TẤU GHI TA
1763,MỞ NHẠC DÙM TÔI,MỞ NHẠC DÙM TÔI
1764,BÍT COI HÔM NAY GIẢM BAO NHIÊU,BÍT COI HÔM NAY GIẢM BAO NHIÊU
1765,GIÁ VÀNG TÁM NĂM TRƯỚC LÀ BAO NHIÊU,GIÁ VÀNG 8 NĂM TRƯỚC LÀ BAO NHIÊU
1766,MAI CA BAO NHIÊU TUỔI,MAI CA BAO NHIÊU TUỔI
1767,MỘT NHÂN KHÔNG CỘNG BA MƯƠI BẢY CHIA NĂM TRỪ BỐN BẰNG BAO NHIÊU,MỘT NHÂN KHÔNG CỘNG 37 CHIA NĂM TRỪ 4 BẰNG BAO NHIÊU
1768,HAI CỘNG SÁU TRỪ TÁM NHÂN MƯỜI LĂM CHIA CHÍN MƯƠI BẰNG BAO NHIÊU,2 CỘNG 6 TRỪ TÁM NHÂN 15 CHIA 90 BẰNG BAO NHIÊU
1769,TỔNG THỐNG MỸ THỨ MƯỜI BA LÀ AI,TỔNG THỐNG MỸ THỨ 10 BA LÀ AI
1770,BÃO SỐ HAI KHI NÀO GẶP BỜ,BÃO SỐ 2 KHI NÀO GẶP BỜ
1771,TÁM GIỜ TỐI NAY SA PA BAO NHIÊU ĐỘ,8 GIỜ TỐI NAY SA PA BAO NHIÊU ĐỘ
1772,CHỈ SỐ TIA U VÊ CỦA THÀNH PHỐ HỒ CHÍ MINH HÔM NAY BAO NHIÊU,CHỈ SỐ TIA U VÊ CỦA THÀNH PHỐ HỒ CHÍ MINH HÔM NAY BAO NHIÊU
1773,NHẮC TUI ĐI NGỦ LÚC MƯỜI HAI GIỜ,NHẮC TUI ĐI NGỦ LÚC 12 GIỜ
1774,NHẮC TUI TƯỚI CÂY LÚC BẢY GIỜ NHA,NHẮC TUI TƯỚI CÂY LÚC 7 GIỜ NHA
1775,CHÍN GIỜ SÁNG MAI TUI CÓ NHẮC NHỞ GÌ KHÔNG,9 GIỜ SÁNG MAI TUI CÓ NHẮC NHỞ GÌ KHÔNG
1776,NHẮC TÔI HỌC NHÓM TÁM GIỜ TỐI MỖI NGÀY,NHẮC TÔI HỌC NHÓM 8 GIỜ TỐI MỖI NGÀY
1777,NHẮC TÔI UỐNG NƯỚC MỖI HAI TIẾNG,NHẮC TÔI UỐNG NƯỚC MỖI 2 TIẾNG
